order_id,date,product,category,region,channel,quantity,unit_price,discount_pct,revenue
100048,2023-01-03,Wireless Mouse,Electronics,South,In-Store,2,19.68,0.0,39.36
100049,2023-01-03,Resistance Bands,Fitness,East,Online,2,11.55,0.2,23.1
100047,2023-01-03,Planner,Stationery,South,Online,1,14.47,0.1,14.47
100089,2023-01-04,Yoga Mat,Fitness,East,Online,1,22.58,0.0,22.58
100088,2023-01-04,Planner,Stationery,North,Online,1,16.7,0.0,16.7
100087,2023-01-04,Resistance Bands,Fitness,North,Online,1,14.73,0.0,14.73
100077,2023-01-04,USB-C Hub,Electronics,North,Online,2,31.96,0.0,63.92
100085,2023-01-04,Wireless Mouse,Electronics,East,Online,3,18.21,0.0,54.63
100084,2023-01-04,Noise-Cancel Headphones,Electronics,South,Online,2,137.44,0.0,274.88
100083,2023-01-04,Fountain Pen,Stationery,Central,Online,1,20.2,0.0,20.2
100082,2023-01-04,Planner,Stationery,South,Online,2,15.78,0.0,31.56
100081,2023-01-04,Desk Lamp,Furniture,Central,Online,1,26.04,0.0,26.04
100080,2023-01-04,Noise-Cancel Headphones,Electronics,Central,In-Store,1,132.64,0.0,132.64
100079,2023-01-04,Wireless Mouse,Electronics,North,In-Store,1,18.13,0.0,18.13
100078,2023-01-04,Noise-Cancel Headphones,Electronics,West,Online,3,101.47,0.2,304.41
100086,2023-01-04,Resistance Bands,Fitness,East,In-Store,1,14.73,0.0,14.73
100076,2023-01-04,Notebook Set,Stationery,East,In-Store,1,9.26,0.0,9.26
100074,2023-01-04,Desk Lamp,Furniture,East,Online,1,24.99,0.0,24.99
100062,2023-01-04,Bluetooth Speaker,Electronics,South,Online,1,37.22,0.2,37.22
100075,2023-01-04,Wireless Mouse,Electronics,North,Online,1,15.22,0.2,15.22
100064,2023-01-04,USB-C Hub,Electronics,South,In-Store,1,27.0,0.1,27.0
100065,2023-01-04,Planner,Stationery,Central,Online,1,13.97,0.15,13.97
100066,2023-01-04,Bookshelf,Furniture,North,Online,1,115.16,0.0,115.16
100067,2023-01-04,Bluetooth Speaker,Electronics,North,In-Store,3,40.91,0.0,122.73
100063,2023-01-04,Dumbbell Set,Fitness,East,Online,1,82.47,0.1,82.47
100069,2023-01-04,Yoga Mat,Fitness,North,In-Store,1,22.27,0.0,22.27
100070,2023-01-04,Noise-Cancel Headphones,Electronics,Central,Online,1,118.55,0.1,118.55
100071,2023-01-04,Dumbbell Set,Fitness,South,Online,4,86.04,0.0,344.16
100072,2023-01-04,Dumbbell Set,Fitness,North,Online,1,89.17,0.0,89.17
100073,2023-01-04,Dumbbell Set,Fitness,North,In-Store,2,89.17,0.0,178.34
100068,2023-01-04,Dumbbell Set,Fitness,West,In-Store,4,75.91,0.2,303.64
100102,2023-01-05,Standing Desk,Furniture,West,Online,1,296.84,0.0,296.84
100110,2023-01-05,Noise-Cancel Headphones,Electronics,South,Online,1,110.65,0.15,110.65
100109,2023-01-05,Bluetooth Speaker,Electronics,East,Online,1,43.28,0.0,43.28
100108,2023-01-05,Yoga Mat,Fitness,West,Online,1,18.78,0.15,18.78
100107,2023-01-05,Yoga Mat,Fitness,East,Online,1,18.78,0.15,18.78
100106,2023-01-05,Office Chair,Furniture,Central,Online,1,153.58,0.0,153.58
100105,2023-01-05,Wireless Mouse,Electronics,South,Online,1,18.24,0.0,18.24
100104,2023-01-05,Water Bottle,Fitness,South,In-Store,1,13.53,0.0,13.53
100103,2023-01-05,Bluetooth Speaker,Electronics,West,Online,1,42.62,0.0,42.62
100101,2023-01-05,Yoga Mat,Fitness,North,In-Store,1,21.48,0.0,21.48
100093,2023-01-05,Notebook Set,Stationery,South,In-Store,1,9.09,0.0,9.09
100099,2023-01-05,Bookshelf,Furniture,West,Online,1,109.29,0.1,109.29
100091,2023-01-05,Water Bottle,Fitness,North,In-Store,2,13.12,0.0,26.24
100092,2023-01-05,Water Bottle,Fitness,East,Online,2,13.12,0.0,26.24
100100,2023-01-05,Yoga Mat,Fitness,South,Online,1,21.48,0.0,21.48
100094,2023-01-05,USB-C Hub,Electronics,East,Online,1,23.32,0.2,23.32
100090,2023-01-05,Notebook Set,Stationery,North,In-Store,1,7.87,0.15,7.87
100096,2023-01-05,Bookshelf,Furniture,West,Online,1,119.71,0.0,119.71
100097,2023-01-05,Notebook Set,Stationery,North,Online,1,9.22,0.0,9.22
100098,2023-01-05,Bookshelf,Furniture,East,In-Store,1,117.76,0.0,117.76
100095,2023-01-05,Noise-Cancel Headphones,Electronics,East,Online,1,129.07,0.0,129.07
100121,2023-01-06,Water Bottle,Fitness,North,In-Store,1,11.94,0.1,11.94
100128,2023-01-06,Bookshelf,Furniture,South,Online,1,108.32,0.1,108.32
100127,2023-01-06,Running Shoes,Fitness,East,Online,1,64.09,0.15,64.09
100126,2023-01-06,Fountain Pen,Stationery,West,Online,1,16.77,0.15,16.77
100125,2023-01-06,Desk Lamp,Furniture,East,Online,1,24.79,0.0,24.79
100124,2023-01-06,Water Bottle,Fitness,South,Online,1,13.77,0.0,13.77
100123,2023-01-06,Notebook Set,Stationery,East,In-Store,1,9.35,0.0,9.35
100122,2023-01-06,Water Bottle,Fitness,Central,Online,1,11.94,0.1,11.94
100120,2023-01-06,Dumbbell Set,Fitness,North,In-Store,1,92.61,0.0,92.61
100119,2023-01-06,Dumbbell Set,Fitness,Central,Online,1,72.79,0.15,72.79
100118,2023-01-06,Dumbbell Set,Fitness,East,Online,1,72.79,0.15,72.79
100117,2023-01-06,Notebook Set,Stationery,North,Online,1,8.66,0.0,8.66
100116,2023-01-06,Resistance Bands,Fitness,East,Online,1,14.61,0.0,14.61
100115,2023-01-06,Noise-Cancel Headphones,Electronics,East,In-Store,1,132.89,0.0,132.89
100114,2023-01-06,Office Chair,Furniture,North,Online,2,149.14,0.0,298.28
100113,2023-01-06,Bookshelf,Furniture,North,In-Store,3,122.39,0.0,367.17
100112,2023-01-06,Yoga Mat,Fitness,Central,In-Store,1,22.5,0.0,22.5
100111,2023-01-06,Noise-Cancel Headphones,Electronics,West,Online,1,127.64,0.0,127.64
100140,2023-01-07,Resistance Bands,Fitness,East,In-Store,1,14.27,0.0,14.27
100141,2023-01-07,Bookshelf,Furniture,North,Online,1,109.58,0.1,109.58
100142,2023-01-07,Fountain Pen,Stationery,West,Online,1,17.09,0.1,17.09
100146,2023-01-07,Planner,Stationery,East,Online,1,16.52,0.0,16.52
100144,2023-01-07,Water Bottle,Fitness,North,Online,2,13.68,0.0,27.36
100145,2023-01-07,Standing Desk,Furniture,West,Online,1,269.69,0.1,269.69
100139,2023-01-07,Resistance Bands,Fitness,South,Online,1,14.27,0.0,14.27
100147,2023-01-07,Office Chair,Furniture,East,In-Store,1,139.46,0.1,139.46
100138,2023-01-07,Dumbbell Set,Fitness,South,Online,1,87.89,0.0,87.89
100143,2023-01-07,Water Bottle,Fitness,North,In-Store,2,13.68,0.0,27.36
100136,2023-01-07,Mechanical Keyboard,Electronics,East,In-Store,1,62.83,0.0,62.83
100135,2023-01-07,Planner,Stationery,West,Online,1,17.22,0.0,17.22
100134,2023-01-07,Desk Lamp,Furniture,West,Online,1,24.87,0.0,24.87
100133,2023-01-07,Planner,Stationery,East,Online,1,12.49,0.2,12.49
100132,2023-01-07,Wireless Mouse,Electronics,East,Online,1,19.17,0.0,19.17
100131,2023-01-07,Office Chair,Furniture,North,Online,1,149.13,0.0,149.13
100130,2023-01-07,Office Chair,Furniture,East,In-Store,2,147.37,0.0,294.74
100129,2023-01-07,Notebook Set,Stationery,South,Online,1,9.28,0.0,9.28
100137,2023-01-07,Bluetooth Speaker,Electronics,South,Online,1,43.58,0.0,43.58
100163,2023-01-08,Dumbbell Set,Fitness,West,Online,1,89.24,0.0,89.24
100164,2023-01-08,USB-C Hub,Electronics,South,Online,1,31.12,0.0,31.12
100165,2023-01-08,Desk Lamp,Furniture,East,Online,1,21.89,0.1,21.89
100166,2023-01-08,USB-C Hub,Electronics,Central,Online,2,30.63,0.0,61.26
100170,2023-01-08,Fountain Pen,Stationery,West,Online,1,19.97,0.0,19.97
100168,2023-01-08,Notebook Set,Stationery,West,Online,1,8.92,0.0,8.92
100169,2023-01-08,Desk Lamp,Furniture,South,Online,1,24.49,0.0,24.49
100161,2023-01-08,Water Bottle,Fitness,East,In-Store,1,12.23,0.0,12.23
100171,2023-01-08,Noise-Cancel Headphones,Electronics,South,In-Store,2,130.9,0.0,261.8
100167,2023-01-08,Planner,Stationery,East,In-Store,1,16.01,0.0,16.01
100160,2023-01-08,Water Bottle,Fitness,West,Online,1,12.23,0.0,12.23
100162,2023-01-08,Dumbbell Set,Fitness,West,In-Store,1,89.24,0.0,89.24
100158,2023-01-08,Notebook Set,Stationery,East,In-Store,1,9.34,0.0,9.34
100159,2023-01-08,Standing Desk,Furniture,Central,Online,1,244.95,0.2,244.95
100148,2023-01-08,Noise-Cancel Headphones,Electronics,North,Online,1,121.03,0.1,121.03
100149,2023-01-08,Yoga Mat,Fitness,East,In-Store,2,22.47,0.0,44.94
100151,2023-01-08,Bluetooth Speaker,Electronics,East,In-Store,2,46.63,0.0,93.26
100152,2023-01-08,Notebook Set,Stationery,East,Online,3,8.96,0.0,26.88
100150,2023-01-08,Bookshelf,Furniture,West,Online,1,115.19,0.0,115.19
100154,2023-01-08,Mechanical Keyboard,Electronics,West,Online,1,65.23,0.0,65.23
100155,2023-01-08,Office Chair,Furniture,North,In-Store,1,146.4,0.0,146.4
100156,2023-01-08,Yoga Mat,Fitness,North,In-Store,1,21.95,0.0,21.95
100157,2023-01-08,Yoga Mat,Fitness,South,In-Store,1,21.95,0.0,21.95
100153,2023-01-08,Notebook Set,Stationery,East,Online,1,8.83,0.0,8.83
100193,2023-01-09,Dumbbell Set,Fitness,South,In-Store,1,79.9,0.1,79.9
100189,2023-01-09,Bluetooth Speaker,Electronics,Central,Online,1,45.18,0.0,45.18
100190,2023-01-09,Standing Desk,Furniture,North,In-Store,1,283.7,0.0,283.7
100191,2023-01-09,Notebook Set,Stationery,North,In-Store,3,9.25,0.0,27.75
100192,2023-01-09,Dumbbell Set,Fitness,South,Online,1,79.9,0.1,79.9
100194,2023-01-09,USB-C Hub,Electronics,West,In-Store,1,31.0,0.0,31.0
100200,2023-01-09,Standing Desk,Furniture,East,In-Store,1,245.91,0.15,245.91
100196,2023-01-09,Notebook Set,Stationery,South,Online,1,8.89,0.0,8.89
100197,2023-01-09,USB-C Hub,Electronics,North,In-Store,1,31.04,0.0,31.04
100198,2023-01-09,Standing Desk,Furniture,East,Online,1,291.63,0.0,291.63
100199,2023-01-09,Planner,Stationery,North,In-Store,1,15.91,0.0,15.91
100188,2023-01-09,USB-C Hub,Electronics,North,In-Store,1,31.06,0.0,31.06
100195,2023-01-09,Mechanical Keyboard,Electronics,Central,Online,2,57.64,0.1,115.28
100186,2023-01-09,Dumbbell Set,Fitness,South,Online,1,87.78,0.0,87.78
100187,2023-01-09,Dumbbell Set,Fitness,South,In-Store,1,87.78,0.0,87.78
100185,2023-01-09,Water Bottle,Fitness,West,In-Store,1,13.46,0.0,13.46
100172,2023-01-09,Desk Lamp,Furniture,West,Online,4,24.92,0.0,99.68
100173,2023-01-09,Desk Lamp,Furniture,South,Online,1,25.03,0.0,25.03
100175,2023-01-09,Planner,Stationery,West,In-Store,1,16.56,0.0,16.56
100176,2023-01-09,USB-C Hub,Electronics,East,Online,2,29.36,0.0,58.72
100177,2023-01-09,Mechanical Keyboard,Electronics,South,Online,1,63.62,0.0,63.62
100178,2023-01-09,USB-C Hub,Electronics,East,Online,3,30.25,0.0,90.75
100174,2023-01-09,USB-C Hub,Electronics,East,Online,2,30.45,0.0,60.9
100180,2023-01-09,Noise-Cancel Headphones,Electronics,East,Online,1,115.17,0.1,115.17
100181,2023-01-09,USB-C Hub,Electronics,East,Online,1,30.19,0.0,30.19
100182,2023-01-09,Yoga Mat,Fitness,North,Online,1,21.75,0.0,21.75
100183,2023-01-09,Yoga Mat,Fitness,Central,In-Store,2,21.75,0.0,43.5
100184,2023-01-09,Yoga Mat,Fitness,Central,Online,1,20.12,0.1,20.12
100179,2023-01-09,Notebook Set,Stationery,North,Online,1,9.08,0.0,9.08
100211,2023-01-10,USB-C Hub,Electronics,South,In-Store,1,30.97,0.0,30.97
100218,2023-01-10,Standing Desk,Furniture,West,Online,1,311.21,0.0,311.21
100217,2023-01-10,Bluetooth Speaker,Electronics,East,In-Store,1,45.6,0.0,45.6
100216,2023-01-10,Planner,Stationery,East,Online,1,15.79,0.0,15.79
100215,2023-01-10,Noise-Cancel Headphones,Electronics,Central,Online,1,124.48,0.0,124.48
100214,2023-01-10,Water Bottle,Fitness,Central,Online,1,12.83,0.0,12.83
100213,2023-01-10,Yoga Mat,Fitness,Central,In-Store,2,21.65,0.0,43.3
100212,2023-01-10,Standing Desk,Furniture,West,Online,1,290.71,0.0,290.71
100210,2023-01-10,Resistance Bands,Fitness,North,In-Store,2,12.82,0.1,25.64
100207,2023-01-10,Dumbbell Set,Fitness,North,Online,1,85.36,0.1,85.36
100208,2023-01-10,Dumbbell Set,Fitness,East,Online,2,85.36,0.1,170.72
100206,2023-01-10,Mechanical Keyboard,Electronics,North,In-Store,1,60.03,0.1,60.03
100205,2023-01-10,Notebook Set,Stationery,North,Online,1,9.4,0.0,9.4
100204,2023-01-10,Office Chair,Furniture,South,In-Store,1,155.73,0.0,155.73
100203,2023-01-10,Bookshelf,Furniture,Central,In-Store,3,123.24,0.0,369.72
100202,2023-01-10,Mechanical Keyboard,Electronics,East,Online,2,61.91,0.0,123.82
100201,2023-01-10,Planner,Stationery,North,In-Store,1,16.17,0.0,16.17
100209,2023-01-10,Yoga Mat,Fitness,East,Online,1,22.42,0.0,22.42
100232,2023-01-11,Mechanical Keyboard,Electronics,South,In-Store,1,64.89,0.0,64.89
100234,2023-01-11,Wireless Mouse,Electronics,North,Online,1,19.47,0.0,19.47
100235,2023-01-11,Running Shoes,Fitness,West,Online,2,63.26,0.2,126.52
100236,2023-01-11,Running Shoes,Fitness,East,In-Store,1,63.26,0.2,63.26
100240,2023-01-11,Water Bottle,Fitness,East,In-Store,2,12.76,0.0,25.52
100238,2023-01-11,Dumbbell Set,Fitness,South,Online,1,91.53,0.0,91.53
100239,2023-01-11,Wireless Mouse,Electronics,East,In-Store,1,18.25,0.0,18.25
100231,2023-01-11,Water Bottle,Fitness,Central,In-Store,2,12.18,0.0,24.36
100237,2023-01-11,Yoga Mat,Fitness,West,Online,1,22.69,0.0,22.69
100230,2023-01-11,Water Bottle,Fitness,North,In-Store,2,12.18,0.0,24.36
100233,2023-01-11,Notebook Set,Stationery,Central,In-Store,1,9.04,0.0,9.04
100228,2023-01-11,Office Chair,Furniture,Central,Online,1,145.33,0.0,145.33
100219,2023-01-11,Bookshelf,Furniture,Central,Online,3,119.53,0.0,358.59
100220,2023-01-11,Notebook Set,Stationery,West,Online,1,9.48,0.0,9.48
100221,2023-01-11,Mechanical Keyboard,Electronics,East,Online,2,66.71,0.0,133.42
100222,2023-01-11,Bluetooth Speaker,Electronics,North,Online,3,43.38,0.0,130.14
100223,2023-01-11,Water Bottle,Fitness,East,Online,1,12.88,0.0,12.88
100229,2023-01-11,Notebook Set,Stationery,North,Online,1,9.11,0.0,9.11
100225,2023-01-11,Notebook Set,Stationery,North,In-Store,1,9.55,0.0,9.55
100226,2023-01-11,Running Shoes,Fitness,South,Online,1,63.49,0.15,63.49
100227,2023-01-11,Running Shoes,Fitness,South,Online,1,63.49,0.15,63.49
100224,2023-01-11,Office Chair,Furniture,West,Online,2,133.69,0.1,267.38
100266,2023-01-12,Wireless Mouse,Electronics,East,Online,1,18.32,0.0,18.32
100255,2023-01-12,Dumbbell Set,Fitness,South,In-Store,2,96.95,0.0,193.9
100264,2023-01-12,Resistance Bands,Fitness,West,In-Store,2,14.83,0.0,29.66
100263,2023-01-12,Desk Lamp,Furniture,West,Online,1,25.64,0.0,25.64
100262,2023-01-12,Fountain Pen,Stationery,Central,Online,1,20.22,0.0,20.22
100261,2023-01-12,Standing Desk,Furniture,North,Online,1,300.98,0.0,300.98
100260,2023-01-12,Mechanical Keyboard,Electronics,East,Online,1,55.3,0.2,55.3
100259,2023-01-12,Resistance Bands,Fitness,South,In-Store,2,14.7,0.0,29.4
100258,2023-01-12,Bluetooth Speaker,Electronics,West,Online,1,40.7,0.1,40.7
100257,2023-01-12,Yoga Mat,Fitness,East,Online,2,21.75,0.0,43.5
100256,2023-01-12,Yoga Mat,Fitness,Central,Online,1,21.75,0.0,21.75
100265,2023-01-12,Bookshelf,Furniture,South,Online,1,117.53,0.0,117.53
100254,2023-01-12,Running Shoes,Fitness,North,In-Store,1,59.83,0.2,59.83
100252,2023-01-12,Wireless Mouse,Electronics,East,Online,1,16.86,0.1,16.86
100253,2023-01-12,Fountain Pen,Stationery,North,In-Store,1,19.64,0.0,19.64
100241,2023-01-12,Standing Desk,Furniture,South,Online,1,285.31,0.0,285.31
100242,2023-01-12,Bookshelf,Furniture,North,Online,2,102.51,0.15,205.02
100243,2023-01-12,Fountain Pen,Stationery,North,In-Store,1,16.86,0.15,16.86
100245,2023-01-12,Notebook Set,Stationery,South,In-Store,1,8.77,0.0,8.77
100244,2023-01-12,Mechanical Keyboard,Electronics,East,In-Store,1,65.75,0.0,65.75
100247,2023-01-12,Planner,Stationery,North,In-Store,1,16.66,0.0,16.66
100248,2023-01-12,Desk Lamp,Furniture,Central,Online,1,22.44,0.1,22.44
100249,2023-01-12,Running Shoes,Fitness,West,Online,1,62.86,0.15,62.86
100250,2023-01-12,Running Shoes,Fitness,West,Online,2,62.86,0.15,125.72
100251,2023-01-12,Bluetooth Speaker,Electronics,North,In-Store,1,44.02,0.0,44.02
100246,2023-01-12,Office Chair,Furniture,West,Online,1,135.65,0.1,135.65
100285,2023-01-13,Yoga Mat,Fitness,South,Online,1,18.86,0.15,18.86
100282,2023-01-13,USB-C Hub,Electronics,North,Online,1,29.98,0.0,29.98
100283,2023-01-13,Mechanical Keyboard,Electronics,East,Online,1,69.32,0.0,69.32
100284,2023-01-13,Yoga Mat,Fitness,West,Online,1,18.86,0.15,18.86
100286,2023-01-13,Office Chair,Furniture,East,Online,1,146.7,0.0,146.7
100281,2023-01-13,Dumbbell Set,Fitness,Central,In-Store,1,82.99,0.0,82.99
100288,2023-01-13,Desk Lamp,Furniture,West,In-Store,1,25.04,0.0,25.04
100289,2023-01-13,USB-C Hub,Electronics,West,In-Store,1,28.78,0.0,28.78
100290,2023-01-13,Office Chair,Furniture,West,Online,1,145.62,0.0,145.62
100291,2023-01-13,Water Bottle,Fitness,South,Online,1,13.38,0.0,13.38
100292,2023-01-13,Water Bottle,Fitness,West,In-Store,1,13.38,0.0,13.38
100287,2023-01-13,Planner,Stationery,East,In-Store,1,15.42,0.0,15.42
100280,2023-01-13,Dumbbell Set,Fitness,West,In-Store,1,82.99,0.0,82.99
100276,2023-01-13,Fountain Pen,Stationery,East,Online,1,19.74,0.0,19.74
100278,2023-01-13,USB-C Hub,Electronics,West,In-Store,1,28.65,0.0,28.65
100279,2023-01-13,Noise-Cancel Headphones,Electronics,South,In-Store,1,127.74,0.0,127.74
100267,2023-01-13,Notebook Set,Stationery,East,In-Store,1,9.58,0.0,9.58
100268,2023-01-13,USB-C Hub,Electronics,North,Online,2,30.6,0.0,61.2
100270,2023-01-13,Bookshelf,Furniture,West,Online,1,108.38,0.1,108.38
100271,2023-01-13,USB-C Hub,Electronics,North,Online,1,29.66,0.0,29.66
100269,2023-01-13,Mechanical Keyboard,Electronics,East,Online,1,66.38,0.0,66.38
100273,2023-01-13,Bookshelf,Furniture,North,Online,2,122.6,0.0,245.2
100274,2023-01-13,Noise-Cancel Headphones,Electronics,North,In-Store,2,128.2,0.0,256.4
100275,2023-01-13,Notebook Set,Stationery,South,Online,4,8.84,0.0,35.36
100277,2023-01-13,Noise-Cancel Headphones,Electronics,South,Online,1,133.69,0.0,133.69
100272,2023-01-13,Bluetooth Speaker,Electronics,North,Online,1,44.15,0.0,44.15
100317,2023-01-14,Water Bottle,Fitness,South,Online,2,13.29,0.0,26.58
100312,2023-01-14,Fountain Pen,Stationery,South,Online,1,20.21,0.0,20.21
100313,2023-01-14,Notebook Set,Stationery,West,Online,4,7.51,0.15,30.04
100314,2023-01-14,Bluetooth Speaker,Electronics,West,In-Store,1,37.0,0.2,37.0
100315,2023-01-14,Fountain Pen,Stationery,Central,Online,1,19.42,0.0,19.42
100316,2023-01-14,Office Chair,Furniture,South,In-Store,1,147.62,0.0,147.62
100318,2023-01-14,Water Bottle,Fitness,Central,In-Store,3,13.34,0.0,40.02
100324,2023-01-14,Standing Desk,Furniture,North,In-Store,2,239.24,0.2,478.48
100320,2023-01-14,Bluetooth Speaker,Electronics,South,Online,1,37.37,0.2,37.37
100321,2023-01-14,Desk Lamp,Furniture,Central,Online,1,24.47,0.0,24.47
100322,2023-01-14,Office Chair,Furniture,Central,Online,1,139.08,0.0,139.08
100311,2023-01-14,Desk Lamp,Furniture,North,In-Store,2,20.03,0.2,40.06
100325,2023-01-14,Noise-Cancel Headphones,Electronics,Central,Online,1,139.18,0.0,139.18
100326,2023-01-14,Running Shoes,Fitness,West,Online,1,73.62,0.0,73.62
100319,2023-01-14,Bluetooth Speaker,Electronics,East,Online,2,47.45,0.0,94.9
100310,2023-01-14,Mechanical Keyboard,Electronics,East,Online,1,64.39,0.0,64.39
100323,2023-01-14,Office Chair,Furniture,Central,Online,3,153.97,0.0,461.91
100308,2023-01-14,USB-C Hub,Electronics,South,In-Store,1,29.64,0.0,29.64
100309,2023-01-14,Bookshelf,Furniture,South,In-Store,2,118.51,0.0,237.02
100293,2023-01-14,Water Bottle,Fitness,Central,Online,2,12.7,0.0,25.4
100294,2023-01-14,Fountain Pen,Stationery,Central,Online,2,19.48,0.0,38.96
100295,2023-01-14,Resistance Bands,Fitness,East,In-Store,1,14.66,0.0,14.66
100297,2023-01-14,Bookshelf,Furniture,East,In-Store,1,122.68,0.0,122.68
100298,2023-01-14,Resistance Bands,Fitness,North,Online,2,14.34,0.0,28.68
100299,2023-01-14,Resistance Bands,Fitness,East,Online,1,14.34,0.0,14.34
100296,2023-01-14,Resistance Bands,Fitness,Central,In-Store,2,14.66,0.0,29.32
100301,2023-01-14,Standing Desk,Furniture,East,Online,2,294.13,0.0,588.26
100302,2023-01-14,Dumbbell Set,Fitness,East,In-Store,1,89.51,0.0,89.51
100303,2023-01-14,USB-C Hub,Electronics,South,In-Store,4,30.91,0.0,123.64
100304,2023-01-14,Office Chair,Furniture,West,Online,1,153.41,0.0,153.41
100305,2023-01-14,Running Shoes,Fitness,West,Online,1,76.3,0.0,76.3
100306,2023-01-14,Bookshelf,Furniture,Central,Online,2,122.78,0.0,245.56
