order_id,date,product,category,region,channel,quantity,unit_price,discount_pct,revenue,year,month,month_name,quarter,weekday,is_weekend
100011,2023-01-01,Desk Lamp,Furniture,North,In-Store,1,22.61,0.1,22.61,2023,1,Jan,1,Sunday,True
100010,2023-01-01,Water Bottle,Fitness,Central,Online,1,13.28,0.0,13.28,2023,1,Jan,1,Sunday,True
100009,2023-01-01,Water Bottle,Fitness,North,Online,2,13.28,0.0,26.56,2023,1,Jan,1,Sunday,True
100008,2023-01-01,Yoga Mat,Fitness,North,In-Store,1,21.49,0.0,21.49,2023,1,Jan,1,Sunday,True
100007,2023-01-01,Running Shoes,Fitness,North,Online,1,73.3,0.0,73.3,2023,1,Jan,1,Sunday,True
100006,2023-01-01,Running Shoes,Fitness,East,In-Store,1,73.3,0.0,73.3,2023,1,Jan,1,Sunday,True
100005,2023-01-01,Dumbbell Set,Fitness,Central,In-Store,1,87.92,0.0,87.92,2023,1,Jan,1,Sunday,True
100015,2023-01-01,USB-C Hub,Electronics,East,In-Store,1,30.32,0.0,30.32,2023,1,Jan,1,Sunday,True
100004,2023-01-01,Water Bottle,Fitness,Central,Online,1,13.08,0.0,13.08,2023,1,Jan,1,Sunday,True
100003,2023-01-01,Wireless Mouse,Electronics,South,Online,1,18.46,0.0,18.46,2023,1,Jan,1,Sunday,True
100002,2023-01-01,Dumbbell Set,Fitness,West,In-Store,1,89.73,0.0,89.73,2023,1,Jan,1,Sunday,True
100039,2023-01-02,Wireless Mouse,Electronics,South,Online,1,18.97,0.0,18.97,2023,1,Jan,1,Monday,False
100040,2023-01-02,Planner,Stationery,Central,In-Store,1,15.98,0.0,15.98,2023,1,Jan,1,Monday,False
100043,2023-01-02,Water Bottle,Fitness,East,Online,3,12.76,0.0,38.28,2023,1,Jan,1,Monday,False
100042,2023-01-02,Wireless Mouse,Electronics,East,Online,1,18.45,0.0,18.45,2023,1,Jan,1,Monday,False
100038,2023-01-02,Yoga Mat,Fitness,South,In-Store,3,22.6,0.0,67.8,2023,1,Jan,1,Monday,False
100041,2023-01-02,Noise-Cancel Headphones,Electronics,Central,In-Store,2,130.73,0.0,261.46,2023,1,Jan,1,Monday,False
100037,2023-01-02,Wireless Mouse,Electronics,East,Online,1,18.98,0.0,18.98,2023,1,Jan,1,Monday,False
100034,2023-01-02,Office Chair,Furniture,South,In-Store,3,152.93,0.0,458.79,2023,1,Jan,1,Monday,False
100035,2023-01-02,Bookshelf,Furniture,West,Online,1,123.96,0.0,123.96,2023,1,Jan,1,Monday,False
100033,2023-01-02,Fountain Pen,Stationery,South,In-Store,2,18.26,0.1,36.52,2023,1,Jan,1,Monday,False
100032,2023-01-02,Mechanical Keyboard,Electronics,North,Online,4,58.6,0.1,234.4,2023,1,Jan,1,Monday,False
100031,2023-01-02,Water Bottle,Fitness,West,Online,1,12.93,0.0,12.93,2023,1,Jan,1,Monday,False
100030,2023-01-02,Running Shoes,Fitness,South,Online,1,76.39,0.0,76.39,2023,1,Jan,1,Monday,False
100036,2023-01-02,Wireless Mouse,Electronics,West,In-Store,1,18.23,0.0,18.23,2023,1,Jan,1,Monday,False
100054,2023-01-03,Notebook Set,Stationery,North,Online,1,9.11,0.0,9.11,2023,1,Jan,1,Tuesday,False
100061,2023-01-03,Mechanical Keyboard,Electronics,West,Online,1,63.78,0.0,63.78,2023,1,Jan,1,Tuesday,False
100060,2023-01-03,Bookshelf,Furniture,South,In-Store,1,121.0,0.0,121.0,2023,1,Jan,1,Tuesday,False
100059,2023-01-03,Wireless Mouse,Electronics,South,Online,1,20.19,0.0,20.19,2023,1,Jan,1,Tuesday,False
100058,2023-01-03,Standing Desk,Furniture,Central,Online,1,294.45,0.0,294.45,2023,1,Jan,1,Tuesday,False
100057,2023-01-03,Bluetooth Speaker,Electronics,Central,In-Store,1,37.01,0.15,37.01,2023,1,Jan,1,Tuesday,False
100056,2023-01-03,Bluetooth Speaker,Electronics,Central,In-Store,1,47.47,0.0,47.47,2023,1,Jan,1,Tuesday,False
100055,2023-01-03,Dumbbell Set,Fitness,West,Online,1,92.08,0.0,92.08,2023,1,Jan,1,Tuesday,False
100053,2023-01-03,Fountain Pen,Stationery,South,Online,1,20.98,0.0,20.98,2023,1,Jan,1,Tuesday,False
100050,2023-01-03,Noise-Cancel Headphones,Electronics,North,In-Store,1,129.46,0.0,129.46,2023,1,Jan,1,Tuesday,False
100051,2023-01-03,Notebook Set,Stationery,West,In-Store,1,8.78,0.0,8.78,2023,1,Jan,1,Tuesday,False
100044,2023-01-03,Planner,Stationery,South,Online,2,16.19,0.0,32.38,2023,1,Jan,1,Tuesday,False
100045,2023-01-03,Desk Lamp,Furniture,East,Online,1,24.44,0.0,24.44,2023,1,Jan,1,Tuesday,False
100046,2023-01-03,Resistance Bands,Fitness,South,Online,2,14.6,0.0,29.2,2023,1,Jan,1,Tuesday,False
100052,2023-01-03,Wireless Mouse,Electronics,South,Online,3,19.2,0.0,57.6,2023,1,Jan,1,Tuesday,False
100048,2023-01-03,Wireless Mouse,Electronics,South,In-Store,2,19.68,0.0,39.36,2023,1,Jan,1,Tuesday,False
100049,2023-01-03,Resistance Bands,Fitness,East,Online,2,11.55,0.2,23.1,2023,1,Jan,1,Tuesday,False
100047,2023-01-03,Planner,Stationery,South,Online,1,14.47,0.1,14.47,2023,1,Jan,1,Tuesday,False
100089,2023-01-04,Yoga Mat,Fitness,East,Online,1,22.58,0.0,22.58,2023,1,Jan,1,Wednesday,False
100088,2023-01-04,Planner,Stationery,North,Online,1,16.7,0.0,16.7,2023,1,Jan,1,Wednesday,False
100087,2023-01-04,Resistance Bands,Fitness,North,Online,1,14.73,0.0,14.73,2023,1,Jan,1,Wednesday,False
100077,2023-01-04,USB-C Hub,Electronics,North,Online,2,31.96,0.0,63.92,2023,1,Jan,1,Wednesday,False
100085,2023-01-04,Wireless Mouse,Electronics,East,Online,3,18.21,0.0,54.63,2023,1,Jan,1,Wednesday,False
100084,2023-01-04,Noise-Cancel Headphones,Electronics,South,Online,2,137.44,0.0,274.88,2023,1,Jan,1,Wednesday,False
100083,2023-01-04,Fountain Pen,Stationery,Central,Online,1,20.2,0.0,20.2,2023,1,Jan,1,Wednesday,False
100082,2023-01-04,Planner,Stationery,South,Online,2,15.78,0.0,31.56,2023,1,Jan,1,Wednesday,False
100081,2023-01-04,Desk Lamp,Furniture,Central,Online,1,26.04,0.0,26.04,2023,1,Jan,1,Wednesday,False
100080,2023-01-04,Noise-Cancel Headphones,Electronics,Central,In-Store,1,132.64,0.0,132.64,2023,1,Jan,1,Wednesday,False
100079,2023-01-04,Wireless Mouse,Electronics,North,In-Store,1,18.13,0.0,18.13,2023,1,Jan,1,Wednesday,False
100078,2023-01-04,Noise-Cancel Headphones,Electronics,West,Online,3,101.47,0.2,304.41,2023,1,Jan,1,Wednesday,False
100086,2023-01-04,Resistance Bands,Fitness,East,In-Store,1,14.73,0.0,14.73,2023,1,Jan,1,Wednesday,False
100076,2023-01-04,Notebook Set,Stationery,East,In-Store,1,9.26,0.0,9.26,2023,1,Jan,1,Wednesday,False
100074,2023-01-04,Desk Lamp,Furniture,East,Online,1,24.99,0.0,24.99,2023,1,Jan,1,Wednesday,False
100062,2023-01-04,Bluetooth Speaker,Electronics,South,Online,1,37.22,0.2,37.22,2023,1,Jan,1,Wednesday,False
100075,2023-01-04,Wireless Mouse,Electronics,North,Online,1,15.22,0.2,15.22,2023,1,Jan,1,Wednesday,False
100064,2023-01-04,USB-C Hub,Electronics,South,In-Store,1,27.0,0.1,27.0,2023,1,Jan,1,Wednesday,False
100065,2023-01-04,Planner,Stationery,Central,Online,1,13.97,0.15,13.97,2023,1,Jan,1,Wednesday,False
100066,2023-01-04,Bookshelf,Furniture,North,Online,1,115.16,0.0,115.16,2023,1,Jan,1,Wednesday,False
100067,2023-01-04,Bluetooth Speaker,Electronics,North,In-Store,3,40.91,0.0,122.73,2023,1,Jan,1,Wednesday,False
100063,2023-01-04,Dumbbell Set,Fitness,East,Online,1,82.47,0.1,82.47,2023,1,Jan,1,Wednesday,False
100069,2023-01-04,Yoga Mat,Fitness,North,In-Store,1,22.27,0.0,22.27,2023,1,Jan,1,Wednesday,False
100070,2023-01-04,Noise-Cancel Headphones,Electronics,Central,Online,1,118.55,0.1,118.55,2023,1,Jan,1,Wednesday,False
100071,2023-01-04,Dumbbell Set,Fitness,South,Online,4,86.04,0.0,344.16,2023,1,Jan,1,Wednesday,False
100072,2023-01-04,Dumbbell Set,Fitness,North,Online,1,89.17,0.0,89.17,2023,1,Jan,1,Wednesday,False
100073,2023-01-04,Dumbbell Set,Fitness,North,In-Store,2,89.17,0.0,178.34,2023,1,Jan,1,Wednesday,False
100068,2023-01-04,Dumbbell Set,Fitness,West,In-Store,4,75.91,0.2,303.64,2023,1,Jan,1,Wednesday,False
100102,2023-01-05,Standing Desk,Furniture,West,Online,1,296.84,0.0,296.84,2023,1,Jan,1,Thursday,False
100110,2023-01-05,Noise-Cancel Headphones,Electronics,South,Online,1,110.65,0.15,110.65,2023,1,Jan,1,Thursday,False
100109,2023-01-05,Bluetooth Speaker,Electronics,East,Online,1,43.28,0.0,43.28,2023,1,Jan,1,Thursday,False
100108,2023-01-05,Yoga Mat,Fitness,West,Online,1,18.78,0.15,18.78,2023,1,Jan,1,Thursday,False
100107,2023-01-05,Yoga Mat,Fitness,East,Online,1,18.78,0.15,18.78,2023,1,Jan,1,Thursday,False
100106,2023-01-05,Office Chair,Furniture,Central,Online,1,153.58,0.0,153.58,2023,1,Jan,1,Thursday,False
100105,2023-01-05,Wireless Mouse,Electronics,South,Online,1,18.24,0.0,18.24,2023,1,Jan,1,Thursday,False
100104,2023-01-05,Water Bottle,Fitness,South,In-Store,1,13.53,0.0,13.53,2023,1,Jan,1,Thursday,False
100103,2023-01-05,Bluetooth Speaker,Electronics,West,Online,1,42.62,0.0,42.62,2023,1,Jan,1,Thursday,False
100101,2023-01-05,Yoga Mat,Fitness,North,In-Store,1,21.48,0.0,21.48,2023,1,Jan,1,Thursday,False
100093,2023-01-05,Notebook Set,Stationery,South,In-Store,1,9.09,0.0,9.09,2023,1,Jan,1,Thursday,False
100099,2023-01-05,Bookshelf,Furniture,West,Online,1,109.29,0.1,109.29,2023,1,Jan,1,Thursday,False
100091,2023-01-05,Water Bottle,Fitness,North,In-Store,2,13.12,0.0,26.24,2023,1,Jan,1,Thursday,False
100092,2023-01-05,Water Bottle,Fitness,East,Online,2,13.12,0.0,26.24,2023,1,Jan,1,Thursday,False
100100,2023-01-05,Yoga Mat,Fitness,South,Online,1,21.48,0.0,21.48,2023,1,Jan,1,Thursday,False
100094,2023-01-05,USB-C Hub,Electronics,East,Online,1,23.32,0.2,23.32,2023,1,Jan,1,Thursday,False
100090,2023-01-05,Notebook Set,Stationery,North,In-Store,1,7.87,0.15,7.87,2023,1,Jan,1,Thursday,False
100096,2023-01-05,Bookshelf,Furniture,West,Online,1,119.71,0.0,119.71,2023,1,Jan,1,Thursday,False
100097,2023-01-05,Notebook Set,Stationery,North,Online,1,9.22,0.0,9.22,2023,1,Jan,1,Thursday,False
100098,2023-01-05,Bookshelf,Furniture,East,In-Store,1,117.76,0.0,117.76,2023,1,Jan,1,Thursday,False
100095,2023-01-05,Noise-Cancel Headphones,Electronics,East,Online,1,129.07,0.0,129.07,2023,1,Jan,1,Thursday,False
100121,2023-01-06,Water Bottle,Fitness,North,In-Store,1,11.94,0.1,11.94,2023,1,Jan,1,Friday,False
100128,2023-01-06,Bookshelf,Furniture,South,Online,1,108.32,0.1,108.32,2023,1,Jan,1,Friday,False
100127,2023-01-06,Running Shoes,Fitness,East,Online,1,64.09,0.15,64.09,2023,1,Jan,1,Friday,False
100126,2023-01-06,Fountain Pen,Stationery,West,Online,1,16.77,0.15,16.77,2023,1,Jan,1,Friday,False
100125,2023-01-06,Desk Lamp,Furniture,East,Online,1,24.79,0.0,24.79,2023,1,Jan,1,Friday,False
100124,2023-01-06,Water Bottle,Fitness,South,Online,1,13.77,0.0,13.77,2023,1,Jan,1,Friday,False
100123,2023-01-06,Notebook Set,Stationery,East,In-Store,1,9.35,0.0,9.35,2023,1,Jan,1,Friday,False
100122,2023-01-06,Water Bottle,Fitness,Central,Online,1,11.94,0.1,11.94,2023,1,Jan,1,Friday,False
100120,2023-01-06,Dumbbell Set,Fitness,North,In-Store,1,92.61,0.0,92.61,2023,1,Jan,1,Friday,False
100119,2023-01-06,Dumbbell Set,Fitness,Central,Online,1,72.79,0.15,72.79,2023,1,Jan,1,Friday,False
100118,2023-01-06,Dumbbell Set,Fitness,East,Online,1,72.79,0.15,72.79,2023,1,Jan,1,Friday,False
100117,2023-01-06,Notebook Set,Stationery,North,Online,1,8.66,0.0,8.66,2023,1,Jan,1,Friday,False
100116,2023-01-06,Resistance Bands,Fitness,East,Online,1,14.61,0.0,14.61,2023,1,Jan,1,Friday,False
100115,2023-01-06,Noise-Cancel Headphones,Electronics,East,In-Store,1,132.89,0.0,132.89,2023,1,Jan,1,Friday,False
100114,2023-01-06,Office Chair,Furniture,North,Online,2,149.14,0.0,298.28,2023,1,Jan,1,Friday,False
100113,2023-01-06,Bookshelf,Furniture,North,In-Store,3,122.39,0.0,367.17,2023,1,Jan,1,Friday,False
100112,2023-01-06,Yoga Mat,Fitness,Central,In-Store,1,22.5,0.0,22.5,2023,1,Jan,1,Friday,False
100111,2023-01-06,Noise-Cancel Headphones,Electronics,West,Online,1,127.64,0.0,127.64,2023,1,Jan,1,Friday,False
100140,2023-01-07,Resistance Bands,Fitness,East,In-Store,1,14.27,0.0,14.27,2023,1,Jan,1,Saturday,True
100141,2023-01-07,Bookshelf,Furniture,North,Online,1,109.58,0.1,109.58,2023,1,Jan,1,Saturday,True
100142,2023-01-07,Fountain Pen,Stationery,West,Online,1,17.09,0.1,17.09,2023,1,Jan,1,Saturday,True
100146,2023-01-07,Planner,Stationery,East,Online,1,16.52,0.0,16.52,2023,1,Jan,1,Saturday,True
100144,2023-01-07,Water Bottle,Fitness,North,Online,2,13.68,0.0,27.36,2023,1,Jan,1,Saturday,True
100145,2023-01-07,Standing Desk,Furniture,West,Online,1,269.69,0.1,269.69,2023,1,Jan,1,Saturday,True
100139,2023-01-07,Resistance Bands,Fitness,South,Online,1,14.27,0.0,14.27,2023,1,Jan,1,Saturday,True
100147,2023-01-07,Office Chair,Furniture,East,In-Store,1,139.46,0.1,139.46,2023,1,Jan,1,Saturday,True
100138,2023-01-07,Dumbbell Set,Fitness,South,Online,1,87.89,0.0,87.89,2023,1,Jan,1,Saturday,True
100143,2023-01-07,Water Bottle,Fitness,North,In-Store,2,13.68,0.0,27.36,2023,1,Jan,1,Saturday,True
100136,2023-01-07,Mechanical Keyboard,Electronics,East,In-Store,1,62.83,0.0,62.83,2023,1,Jan,1,Saturday,True
100135,2023-01-07,Planner,Stationery,West,Online,1,17.22,0.0,17.22,2023,1,Jan,1,Saturday,True
100134,2023-01-07,Desk Lamp,Furniture,West,Online,1,24.87,0.0,24.87,2023,1,Jan,1,Saturday,True
100133,2023-01-07,Planner,Stationery,East,Online,1,12.49,0.2,12.49,2023,1,Jan,1,Saturday,True
100132,2023-01-07,Wireless Mouse,Electronics,East,Online,1,19.17,0.0,19.17,2023,1,Jan,1,Saturday,True
100131,2023-01-07,Office Chair,Furniture,North,Online,1,149.13,0.0,149.13,2023,1,Jan,1,Saturday,True
100130,2023-01-07,Office Chair,Furniture,East,In-Store,2,147.37,0.0,294.74,2023,1,Jan,1,Saturday,True
100129,2023-01-07,Notebook Set,Stationery,South,Online,1,9.28,0.0,9.28,2023,1,Jan,1,Saturday,True
100137,2023-01-07,Bluetooth Speaker,Electronics,South,Online,1,43.58,0.0,43.58,2023,1,Jan,1,Saturday,True
100163,2023-01-08,Dumbbell Set,Fitness,West,Online,1,89.24,0.0,89.24,2023,1,Jan,1,Sunday,True
100164,2023-01-08,USB-C Hub,Electronics,South,Online,1,31.12,0.0,31.12,2023,1,Jan,1,Sunday,True
100165,2023-01-08,Desk Lamp,Furniture,East,Online,1,21.89,0.1,21.89,2023,1,Jan,1,Sunday,True
100166,2023-01-08,USB-C Hub,Electronics,Central,Online,2,30.63,0.0,61.26,2023,1,Jan,1,Sunday,True
100170,2023-01-08,Fountain Pen,Stationery,West,Online,1,19.97,0.0,19.97,2023,1,Jan,1,Sunday,True
100168,2023-01-08,Notebook Set,Stationery,West,Online,1,8.92,0.0,8.92,2023,1,Jan,1,Sunday,True
100169,2023-01-08,Desk Lamp,Furniture,South,Online,1,24.49,0.0,24.49,2023,1,Jan,1,Sunday,True
100161,2023-01-08,Water Bottle,Fitness,East,In-Store,1,12.23,0.0,12.23,2023,1,Jan,1,Sunday,True
100171,2023-01-08,Noise-Cancel Headphones,Electronics,South,In-Store,2,130.9,0.0,261.8,2023,1,Jan,1,Sunday,True
100167,2023-01-08,Planner,Stationery,East,In-Store,1,16.01,0.0,16.01,2023,1,Jan,1,Sunday,True
100160,2023-01-08,Water Bottle,Fitness,West,Online,1,12.23,0.0,12.23,2023,1,Jan,1,Sunday,True
100162,2023-01-08,Dumbbell Set,Fitness,West,In-Store,1,89.24,0.0,89.24,2023,1,Jan,1,Sunday,True
100158,2023-01-08,Notebook Set,Stationery,East,In-Store,1,9.34,0.0,9.34,2023,1,Jan,1,Sunday,True
100159,2023-01-08,Standing Desk,Furniture,Central,Online,1,244.95,0.2,244.95,2023,1,Jan,1,Sunday,True
100148,2023-01-08,Noise-Cancel Headphones,Electronics,North,Online,1,121.03,0.1,121.03,2023,1,Jan,1,Sunday,True
100149,2023-01-08,Yoga Mat,Fitness,East,In-Store,2,22.47,0.0,44.94,2023,1,Jan,1,Sunday,True
100151,2023-01-08,Bluetooth Speaker,Electronics,East,In-Store,2,46.63,0.0,93.26,2023,1,Jan,1,Sunday,True
100152,2023-01-08,Notebook Set,Stationery,East,Online,3,8.96,0.0,26.88,2023,1,Jan,1,Sunday,True
100150,2023-01-08,Bookshelf,Furniture,West,Online,1,115.19,0.0,115.19,2023,1,Jan,1,Sunday,True
100154,2023-01-08,Mechanical Keyboard,Electronics,West,Online,1,65.23,0.0,65.23,2023,1,Jan,1,Sunday,True
100155,2023-01-08,Office Chair,Furniture,North,In-Store,1,146.4,0.0,146.4,2023,1,Jan,1,Sunday,True
100156,2023-01-08,Yoga Mat,Fitness,North,In-Store,1,21.95,0.0,21.95,2023,1,Jan,1,Sunday,True
100157,2023-01-08,Yoga Mat,Fitness,South,In-Store,1,21.95,0.0,21.95,2023,1,Jan,1,Sunday,True
100153,2023-01-08,Notebook Set,Stationery,East,Online,1,8.83,0.0,8.83,2023,1,Jan,1,Sunday,True
100193,2023-01-09,Dumbbell Set,Fitness,South,In-Store,1,79.9,0.1,79.9,2023,1,Jan,1,Monday,False
100189,2023-01-09,Bluetooth Speaker,Electronics,Central,Online,1,45.18,0.0,45.18,2023,1,Jan,1,Monday,False
100190,2023-01-09,Standing Desk,Furniture,North,In-Store,1,283.7,0.0,283.7,2023,1,Jan,1,Monday,False
100191,2023-01-09,Notebook Set,Stationery,North,In-Store,3,9.25,0.0,27.75,2023,1,Jan,1,Monday,False
100192,2023-01-09,Dumbbell Set,Fitness,South,Online,1,79.9,0.1,79.9,2023,1,Jan,1,Monday,False
100194,2023-01-09,USB-C Hub,Electronics,West,In-Store,1,31.0,0.0,31.0,2023,1,Jan,1,Monday,False
100200,2023-01-09,Standing Desk,Furniture,East,In-Store,1,245.91,0.15,245.91,2023,1,Jan,1,Monday,False
100196,2023-01-09,Notebook Set,Stationery,South,Online,1,8.89,0.0,8.89,2023,1,Jan,1,Monday,False
100197,2023-01-09,USB-C Hub,Electronics,North,In-Store,1,31.04,0.0,31.04,2023,1,Jan,1,Monday,False
100198,2023-01-09,Standing Desk,Furniture,East,Online,1,291.63,0.0,291.63,2023,1,Jan,1,Monday,False
100199,2023-01-09,Planner,Stationery,North,In-Store,1,15.91,0.0,15.91,2023,1,Jan,1,Monday,False
100188,2023-01-09,USB-C Hub,Electronics,North,In-Store,1,31.06,0.0,31.06,2023,1,Jan,1,Monday,False
100195,2023-01-09,Mechanical Keyboard,Electronics,Central,Online,2,57.64,0.1,115.28,2023,1,Jan,1,Monday,False
100186,2023-01-09,Dumbbell Set,Fitness,South,Online,1,87.78,0.0,87.78,2023,1,Jan,1,Monday,False
100187,2023-01-09,Dumbbell Set,Fitness,South,In-Store,1,87.78,0.0,87.78,2023,1,Jan,1,Monday,False
100185,2023-01-09,Water Bottle,Fitness,West,In-Store,1,13.46,0.0,13.46,2023,1,Jan,1,Monday,False
100172,2023-01-09,Desk Lamp,Furniture,West,Online,4,24.92,0.0,99.68,2023,1,Jan,1,Monday,False
100173,2023-01-09,Desk Lamp,Furniture,South,Online,1,25.03,0.0,25.03,2023,1,Jan,1,Monday,False
100175,2023-01-09,Planner,Stationery,West,In-Store,1,16.56,0.0,16.56,2023,1,Jan,1,Monday,False
100176,2023-01-09,USB-C Hub,Electronics,East,Online,2,29.36,0.0,58.72,2023,1,Jan,1,Monday,False
100177,2023-01-09,Mechanical Keyboard,Electronics,South,Online,1,63.62,0.0,63.62,2023,1,Jan,1,Monday,False
100178,2023-01-09,USB-C Hub,Electronics,East,Online,3,30.25,0.0,90.75,2023,1,Jan,1,Monday,False
100174,2023-01-09,USB-C Hub,Electronics,East,Online,2,30.45,0.0,60.9,2023,1,Jan,1,Monday,False
100180,2023-01-09,Noise-Cancel Headphones,Electronics,East,Online,1,115.17,0.1,115.17,2023,1,Jan,1,Monday,False
100181,2023-01-09,USB-C Hub,Electronics,East,Online,1,30.19,0.0,30.19,2023,1,Jan,1,Monday,False
100182,2023-01-09,Yoga Mat,Fitness,North,Online,1,21.75,0.0,21.75,2023,1,Jan,1,Monday,False
100183,2023-01-09,Yoga Mat,Fitness,Central,In-Store,2,21.75,0.0,43.5,2023,1,Jan,1,Monday,False
100184,2023-01-09,Yoga Mat,Fitness,Central,Online,1,20.12,0.1,20.12,2023,1,Jan,1,Monday,False
100179,2023-01-09,Notebook Set,Stationery,North,Online,1,9.08,0.0,9.08,2023,1,Jan,1,Monday,False
100211,2023-01-10,USB-C Hub,Electronics,South,In-Store,1,30.97,0.0,30.97,2023,1,Jan,1,Tuesday,False
100218,2023-01-10,Standing Desk,Furniture,West,Online,1,311.21,0.0,311.21,2023,1,Jan,1,Tuesday,False
100217,2023-01-10,Bluetooth Speaker,Electronics,East,In-Store,1,45.6,0.0,45.6,2023,1,Jan,1,Tuesday,False
100216,2023-01-10,Planner,Stationery,East,Online,1,15.79,0.0,15.79,2023,1,Jan,1,Tuesday,False
100215,2023-01-10,Noise-Cancel Headphones,Electronics,Central,Online,1,124.48,0.0,124.48,2023,1,Jan,1,Tuesday,False
100214,2023-01-10,Water Bottle,Fitness,Central,Online,1,12.83,0.0,12.83,2023,1,Jan,1,Tuesday,False
100213,2023-01-10,Yoga Mat,Fitness,Central,In-Store,2,21.65,0.0,43.3,2023,1,Jan,1,Tuesday,False
100212,2023-01-10,Standing Desk,Furniture,West,Online,1,290.71,0.0,290.71,2023,1,Jan,1,Tuesday,False
100210,2023-01-10,Resistance Bands,Fitness,North,In-Store,2,12.82,0.1,25.64,2023,1,Jan,1,Tuesday,False
100207,2023-01-10,Dumbbell Set,Fitness,North,Online,1,85.36,0.1,85.36,2023,1,Jan,1,Tuesday,False
100208,2023-01-10,Dumbbell Set,Fitness,East,Online,2,85.36,0.1,170.72,2023,1,Jan,1,Tuesday,False
100206,2023-01-10,Mechanical Keyboard,Electronics,North,In-Store,1,60.03,0.1,60.03,2023,1,Jan,1,Tuesday,False
100205,2023-01-10,Notebook Set,Stationery,North,Online,1,9.4,0.0,9.4,2023,1,Jan,1,Tuesday,False
100204,2023-01-10,Office Chair,Furniture,South,In-Store,1,155.73,0.0,155.73,2023,1,Jan,1,Tuesday,False
100203,2023-01-10,Bookshelf,Furniture,Central,In-Store,3,123.24,0.0,369.72,2023,1,Jan,1,Tuesday,False
100202,2023-01-10,Mechanical Keyboard,Electronics,East,Online,2,61.91,0.0,123.82,2023,1,Jan,1,Tuesday,False
100201,2023-01-10,Planner,Stationery,North,In-Store,1,16.17,0.0,16.17,2023,1,Jan,1,Tuesday,False
100209,2023-01-10,Yoga Mat,Fitness,East,Online,1,22.42,0.0,22.42,2023,1,Jan,1,Tuesday,False
100232,2023-01-11,Mechanical Keyboard,Electronics,South,In-Store,1,64.89,0.0,64.89,2023,1,Jan,1,Wednesday,False
100234,2023-01-11,Wireless Mouse,Electronics,North,Online,1,19.47,0.0,19.47,2023,1,Jan,1,Wednesday,False
100235,2023-01-11,Running Shoes,Fitness,West,Online,2,63.26,0.2,126.52,2023,1,Jan,1,Wednesday,False
100236,2023-01-11,Running Shoes,Fitness,East,In-Store,1,63.26,0.2,63.26,2023,1,Jan,1,Wednesday,False
100240,2023-01-11,Water Bottle,Fitness,East,In-Store,2,12.76,0.0,25.52,2023,1,Jan,1,Wednesday,False
100238,2023-01-11,Dumbbell Set,Fitness,South,Online,1,91.53,0.0,91.53,2023,1,Jan,1,Wednesday,False
100239,2023-01-11,Wireless Mouse,Electronics,East,In-Store,1,18.25,0.0,18.25,2023,1,Jan,1,Wednesday,False
100231,2023-01-11,Water Bottle,Fitness,Central,In-Store,2,12.18,0.0,24.36,2023,1,Jan,1,Wednesday,False
100237,2023-01-11,Yoga Mat,Fitness,West,Online,1,22.69,0.0,22.69,2023,1,Jan,1,Wednesday,False
